movie,original_language,popularity,vote_average,vote_count,release_date,production_budget,worldwide_gross,genres,release_month,ROI
no escape,en,19.005,6.8,1296,2015-08-26,5000000,42844516,multiple_genres,8,37844516
no good deed,en,14.519,5.8,286,2014-09-12,13200000,54323210,multiple_genres,9,41123210
no man's land,en,0.6,7.0,1,2001-12-07,1000000,2684207,western,12,1684207
no strings attached,en,14.203,6.2,2612,2011-01-21,25000000,149228078,multiple_genres,1,124228078
noah,en,0.6,7.6,11,2014-03-28,130000000,352831065,animation,3,222831065
nocturnal animals,en,16.19,7.4,4192,2016-11-18,22500000,32398681,multiple_genres,11,9898681
non-stop,en,2.264,5.6,23,2014-02-28,50000000,222383055,multiple_genres,2,172383055
norm of the north,en,9.325,4.2,192,2016-01-15,18000000,30535660,multiple_genres,1,12535660
not cool,en,2.246,4.2,50,2014-09-19,800000,35688,multiple_genres,9,-764312
not safe for work,en,4.48,5.2,64,2014-12-31,2500000,0,thriller,12,-2500000
nothing,en,0.6,6.0,1,2003-12-31,4000000,63180,drama,12,-3936820
november,et,2.519,7.6,38,2005-07-22,250000,191862,multiple_genres,7,-58138
now you see me,en,16.646,7.4,9871,2013-05-31,75000000,342769200,multiple_genres,5,267769200
now you see me 2,en,25.805,6.8,6744,2016-06-10,90000000,328325007,multiple_genres,6,238325007
oblivion,en,18.534,6.5,6850,2013-04-19,120000000,287916633,multiple_genres,4,167916633
obvious child,en,8.232,6.7,256,2014-06-06,1000000,3324070,multiple_genres,6,2324070
october baby,en,4.835,6.8,56,2012-03-23,1000000,5391992,drama,3,4391992
oculus,en,10.841,6.4,1747,2014-04-11,5000000,44115496,multiple_genres,4,39115496
office christmas party,en,10.729,5.6,1191,2016-12-09,45000000,91323299,comedy,12,46323299
oldboy,en,11.378,5.9,1032,2005-03-25,3000000,6239723,multiple_genres,3,3239723
olympus has fallen,en,13.864,6.2,4086,2013-03-22,70000000,172878928,multiple_genres,3,102878928
on the basis of sex,en,32.624,7.4,225,2018-12-25,20000000,38073377,multiple_genres,12,18073377
on the road,en,8.919,5.6,518,2013-03-22,25000000,9313302,drama,3,-15686698
one day,en,10.308,7.2,2105,2011-08-19,15000000,59168692,multiple_genres,8,44168692
one direction: this is us,en,9.005,8.1,370,2013-08-30,10000000,68541786,multiple_genres,8,58541786
one for the money,en,8.62,5.5,615,2012-01-27,42000000,36197221,multiple_genres,1,-5802779
only god forgives,en,10.196,5.8,1396,2013-07-19,4800000,4494560,multiple_genres,7,-305440
only the brave,en,14.163,7.0,603,2017-10-20,38000000,24555177,multiple_genres,10,-13444823
open road,en,3.271,5.1,20,2013-05-21,3000000,47469,multiple_genres,5,-2952531
open secret,en,0.6,7.0,1,2015-03-25,100000,0,documentary,3,-100000
ouija,en,15.389,5.1,1670,2014-10-24,5000000,103300632,multiple_genres,10,98300632
ouija: origin of evil,en,11.823,6.0,1416,2016-10-21,9000000,81831866,multiple_genres,10,72831866
our brand is crisis,en,8.304,5.9,306,2015-10-30,28000000,8594558,multiple_genres,10,-19405442
our family wedding,en,5.025,5.5,57,2010-03-12,14000000,21410546,multiple_genres,3,7410546
our idiot brother,en,8.523,6.1,527,2011-08-26,5000000,25861249,multiple_genres,8,20861249
out of the blue,en,0.6,10.0,1,2007-10-19,4600000,731767,multiple_genres,10,-3868233
out of the dark,en,7.143,4.8,79,1989-12-31,1600000,419428,multiple_genres,12,-1180572
out of the furnace,en,9.139,6.6,1077,2013-12-04,22000000,15434375,multiple_genres,12,-6565625
overboard,en,19.477,6.3,535,2018-05-04,12000000,85369830,multiple_genres,5,73369830
oz the great and powerful,en,13.377,5.8,4829,2013-03-08,200000000,490359051,multiple_genres,3,290359051
pacific rim,en,16.759,6.8,7632,2013-07-12,190000000,411002906,multiple_genres,7,221002906
pacific rim: uprising,en,30.019,5.9,2213,2018-03-23,155000000,290930148,multiple_genres,3,135930148
paddington,en,13.565,7.0,1904,2015-01-16,55000000,258789097,multiple_genres,1,203789097
pain & gain,en,16.509,6.1,2500,2013-04-26,26000000,81275291,multiple_genres,4,55275291
palo alto,en,7.262,6.4,528,2014-05-09,1000000,1156309,drama,5,156309
pan,en,13.054,5.9,1701,2015-10-09,150000000,151525973,multiple_genres,10,1525973
paper towns,en,11.564,6.0,3587,2015-07-24,12000000,85450484,multiple_genres,7,73450484
paranoia,en,0.6,10.0,1,2013-08-16,40000000,16340767,drama,8,-23659233
paranormal activity 2,en,8.163,5.7,1342,2010-10-20,3000000,177512032,horror,10,174512032
paranormal activity 3,en,9.669,5.9,1197,2011-10-21,5000000,207039844,multiple_genres,10,202039844
paranormal activity 4,en,8.965,5.4,1026,2012-10-19,5000000,142817992,multiple_genres,10,137817992
paranormal activity: the ghost dimension,en,8.157,5.2,774,2015-10-23,10000000,77959374,multiple_genres,10,67959374
paranormal activity: the marked ones,en,9.446,5.3,752,2014-01-03,5000000,90904854,multiple_genres,1,85904854
paranorman,en,13.32,6.8,1358,2012-08-17,60000000,108119662,multiple_genres,8,48119662
parental guidance,en,10.124,5.8,276,2012-12-25,25000000,120832383,multiple_genres,12,95832383
parker,en,14.95,5.8,1868,2013-01-25,35000000,48543388,multiple_genres,1,13543388
parkland,en,6.056,6.1,206,2013-10-04,10000000,1616353,multiple_genres,10,-8383647
passengers,en,14.074,6.8,7869,2016-12-21,110000000,302239672,multiple_genres,12,192239672
paterson,en,9.486,7.1,736,2016-12-28,5000000,10727536,multiple_genres,12,5727536
patriots day,en,15.435,6.9,1337,2016-12-21,40000000,52837989,multiple_genres,12,12837989
patti cake$,en,6.934,7.0,122,2017-08-18,1000000,1471090,multiple_genres,8,471090
paul,en,15.234,6.5,3017,2011-03-18,40000000,101162106,multiple_genres,3,61162106
paul blart: mall cop 2,en,15.941,5.0,900,2015-04-17,38000000,107650646,multiple_genres,4,69650646
"paul, apostle of christ",en,12.005,7.1,98,2018-03-23,5000000,25529498,multiple_genres,3,20529498
payback,en,0.84,5.0,1,1999-02-05,50000000,161626121,multiple_genres,2,111626121
peeples,en,2.651,5.2,34,2013-05-10,11000000,9307166,multiple_genres,5,-1692834
penguins of madagascar,en,20.899,6.4,2273,2014-11-26,132000000,366942531,multiple_genres,11,234942531
people like us,en,9.078,6.8,360,2012-06-29,16000000,12617472,multiple_genres,6,-3382528
peppermint,en,32.476,6.5,716,2018-09-07,25000000,51800758,multiple_genres,9,26800758
percy jackson & the olympians: the lightning thief,en,26.691,6.1,4229,2010-02-12,95000000,223050874,multiple_genres,2,128050874
percy jackson: sea of monsters,en,15.762,5.9,3109,2013-08-07,90000000,200859554,multiple_genres,8,110859554
perfect cowboy,en,1.379,5.0,1,2015-11-10,200000,0,drama,11,-200000
peter rabbit,en,15.974,6.5,650,2018-02-09,50000000,347136477,multiple_genres,2,297136477
phantom,en,7.211,6.0,151,2013-03-01,18000000,1199510,drama,3,-16800490
philomena,en,8.978,7.4,945,2013-11-22,12000000,98963392,multiple_genres,11,86963392
"pink ribbons, inc.",en,1.4,6.8,6,2012-06-01,1200000,26608,documentary,6,-1173392
piranha 3d,en,11.302,5.3,1029,2010-08-20,24000000,83660160,multiple_genres,8,59660160
pirates of the caribbean: dead men tell no tales,en,28.101,6.6,6931,2017-05-26,230000000,788241137,multiple_genres,5,558241137
pirates of the caribbean: on stranger tides,en,30.579,6.4,8571,2011-05-20,410600000,1045663875,multiple_genres,5,635063875
pitch perfect,en,13.886,7.3,4233,2012-09-28,17000000,116044347,multiple_genres,9,99044347
pitch perfect 2,en,18.469,6.8,3599,2015-05-15,29000000,287625468,multiple_genres,5,258625468
pitch perfect 3,en,14.89,6.5,1884,2017-12-22,45000000,185736412,multiple_genres,12,140736412
pixels,en,23.029,5.6,4423,2015-07-24,90000000,244041804,multiple_genres,7,154041804
plastic,en,7.815,6.1,116,2014-09-26,10000000,575371,multiple_genres,9,-9424629
playing for keeps,en,7.778,5.6,420,1986-10-03,35000000,2000000,multiple_genres,10,-33000000
please give,en,5.945,6.3,81,2010-04-30,3000000,4570178,multiple_genres,4,1570178
plush,en,0.6,7.5,1,2013-09-13,2000000,28864,multiple_genres,9,-1971136
point blank,fr,6.021,6.6,230,1967-09-18,3000000,0,multiple_genres,9,-3000000
point break,en,9.435,5.6,1260,1991-07-12,24000000,83531958,multiple_genres,7,59531958
polisse,fr,7.682,7.8,670,2012-05-18,8900000,22744132,multiple_genres,5,13844132
poltergeist,en,17.343,5.1,1438,2015-05-22,35000000,95713069,multiple_genres,5,60713069
pompeii,en,25.215,5.4,2078,2014-02-21,80000000,108469033,multiple_genres,2,28469033
popstar: never stop never stopping,en,11.844,6.6,675,2016-06-03,20000000,9537120,multiple_genres,6,-10462880
pound of flesh,en,6.921,5.4,95,2015-05-15,7500000,0,multiple_genres,5,-7500000
power rangers,en,15.865,6.2,2667,2017-03-24,120000000,142531552,multiple_genres,3,22531552
predators,en,16.216,6.1,1979,2010-07-09,40000000,127234389,multiple_genres,7,87234389
premium rush,en,12.484,6.2,1244,2012-08-24,35000000,31393201,multiple_genres,8,-3606799
pride and prejudice and zombies,en,9.086,5.7,1195,2016-02-05,28000000,16638300,multiple_genres,2,-11361700
priest,en,15.318,5.5,1157,2011-05-13,60000000,84154026,multiple_genres,5,24154026
prisoners,en,14.358,8.0,5785,2013-09-20,46000000,113402302,multiple_genres,9,67402302
project almanac,en,9.55,6.5,1449,2015-01-30,12000000,32909437,multiple_genres,1,20909437
project x,en,9.715,6.4,2968,2012-03-02,12000000,103028188,mystery,3,91028188
prom,en,6.911,6.0,276,2011-04-29,8000000,10763183,multiple_genres,4,2763183
prometheus,en,24.98,6.4,7384,2012-06-08,125000000,402448265,multiple_genres,6,277448265
promised land,en,8.702,6.2,378,2013-01-04,15000000,12394562,multiple_genres,1,-2605438
proud mary,en,9.371,5.5,259,2018-01-12,30000000,21709539,multiple_genres,1,-8290461
pump,en,0.779,7.4,6,2014-09-19,2000000,72277,documentary,9,-1927723
puss in boots,en,9.078,6.3,1422,2011-10-28,130000000,554987477,multiple_genres,10,424987477
quartet,en,8.32,6.6,209,2013-01-11,11000000,56178935,multiple_genres,1,45178935
queen crab,en,1.252,3.2,5,2015-09-29,75000,0,multiple_genres,9,-75000
queen of katwe,en,7.564,7.1,225,2016-09-23,15000000,10055481,multiple_genres,9,-4944519
queen of the desert,en,7.109,6.0,136,2017-04-14,36000000,1578543,multiple_genres,4,-34421457
r.i.p.d.,en,21.377,5.6,2047,2013-07-19,130000000,79076678,multiple_genres,7,-50923322
rabbit hole,en,9.389,6.8,292,2010-12-17,5000000,6205034,multiple_genres,12,1205034
race,en,8.705,7.2,910,2016-02-19,5000000,23745772,drama,2,18745772
ralph breaks the internet,en,48.057,7.2,2626,2018-11-21,175000000,524283695,multiple_genres,11,349283695
ramona and beezus,en,7.442,6.3,460,2010-07-23,15000000,27469621,multiple_genres,7,12469621
rampage,en,24.238,6.2,3176,2018-04-13,120000000,428056280,multiple_genres,4,308056280
rango,en,14.462,6.6,3412,2011-03-04,135000000,245724600,multiple_genres,3,110724600
ravenous,fr,8.48,5.4,123,1999-03-19,12000000,2062406,multiple_genres,3,-9937594
raymond did it,en,1.675,3.7,8,2011-02-11,40000,3632,horror,2,-36368
re-kill,en,4.191,4.8,47,2013-12-31,9500000,0,multiple_genres,12,-9500000
reach me,en,4.659,5.2,48,2014-11-21,5000000,0,multiple_genres,11,-5000000
ready player one,en,30.029,7.6,7021,2018-03-29,150000000,579290136,multiple_genres,3,429290136
reagan,en,1.58,4.8,9,2019-12-31,25000000,0,multiple_genres,12,-25000000
real steel,en,14.811,6.8,4566,2011-10-07,110000000,263880341,multiple_genres,10,153880341
rebound,en,0.914,3.4,7,2005-07-01,45000000,17492014,multiple_genres,7,-27507986
red,en,12.082,6.6,4162,2010-10-15,60000000,196439693,thriller,10,136439693
red 2,en,14.994,6.5,2368,2013-07-19,84000000,141507355,multiple_genres,7,57507355
red dawn,en,13.904,5.4,849,2012-11-21,65000000,48164150,multiple_genres,11,-16835850
red eye,en,0.6,5.0,2,2005-08-19,26000000,96666486,horror,8,70666486
red lights,en,8.25,6.1,615,2012-07-13,17700000,14518884,multiple_genres,7,-3181116
red riding hood,en,11.856,5.9,1884,2011-03-11,42000000,91678442,multiple_genres,3,49678442
red river,en,0.875,0.0,1,1948-08-26,3000000,9012000,horror,8,6012000
red sky,en,3.879,4.5,33,2015-03-10,25000000,91116,multiple_genres,3,-24908884
red sparrow,en,18.117,6.5,3406,2018-03-02,69000000,145951861,multiple_genres,3,76951861
red state,en,7.816,6.1,472,2011-09-23,4000000,1983596,multiple_genres,9,-2016404
red tails,en,10.247,6.0,256,2012-01-20,58000000,50365498,multiple_genres,1,-7634502
redemption,fr,0.666,3.8,2,2013-06-28,23000000,13593473,multiple_genres,6,-9406527
redemption road,en,1.128,4.7,6,2011-08-26,2300000,29384,drama,8,-2270616
regression,en,10.713,5.5,1065,2015-10-30,20000000,15824374,multiple_genres,10,-4175626
reign of assassins,zh,7.621,6.8,87,2016-11-01,14000000,11354230,multiple_genres,11,-2645770
remember me,en,11.453,7.1,2079,2010-03-12,16000000,56506120,thriller,3,40506120
repo men,en,12.437,6.2,976,2010-03-19,32000000,18195238,multiple_genres,3,-13804762
resident evil: afterlife,en,0.667,5.9,2119,2010-09-10,57500000,295874190,multiple_genres,9,238374190
resident evil: retribution,en,1.325,5.7,2321,2012-09-14,65000000,240647629,multiple_genres,9,175647629
resident evil: the final chapter,en,0.844,5.9,1859,2017-01-27,40000000,314101190,multiple_genres,1,274101190
restless,en,7.268,6.4,258,2011-09-16,8000000,2772511,drama,9,-5227489
restoration,en,1.661,4.7,21,1995-12-29,18000000,4100000,drama,12,-13900000
ricki and the flash,en,8.247,5.8,473,2015-08-07,18000000,41166033,multiple_genres,8,23166033
riddick,en,17.434,6.2,2852,2013-09-06,38000000,94763758,multiple_genres,9,56763758
ride along,en,10.831,6.2,1277,2014-01-17,25000000,153733800,action,1,128733800
ride along 2,en,12.977,6.2,939,2016-01-15,40000000,124827316,multiple_genres,1,84827316
rings,en,13.53,4.9,1785,2017-02-03,25000000,82917283,multiple_genres,2,57917283
rio,en,14.695,6.6,3730,2011-04-15,90000000,487519809,multiple_genres,4,397519809
rio 2,en,18.11,6.3,1803,2014-04-11,130000000,492846291,multiple_genres,4,362846291
rise of the guardians,en,14.934,7.3,3697,2012-11-21,145000000,306900902,multiple_genres,11,161900902
rise of the planet of the apes,en,22.995,7.2,7259,2011-08-05,93000000,470986200,multiple_genres,8,377986200
risen,en,10.089,5.8,433,2016-02-19,20000000,46255763,multiple_genres,2,26255763
road hard,en,1.08,6.6,12,2015-03-06,1500000,113169,comedy,3,-1386831
roadside,en,0.746,4.2,5,2015-04-14,500000,0,multiple_genres,4,-500000
robin hood,en,0.68,5.7,3,2018-11-21,99000000,84747441,multiple_genres,11,-14252559
robocop,en,17.851,5.8,3390,2014-02-12,120000000,242981799,multiple_genres,2,122981799
robot & frank,en,7.485,6.9,620,2012-08-17,2500000,4934356,multiple_genres,8,2434356
rock dog,en,10.362,5.7,123,2017-02-24,60000000,24148488,multiple_genres,2,-35851512
rock of ages,en,11.369,6.1,686,2012-06-15,70000000,61031932,multiple_genres,6,-8968068
rock the kasbah,en,5.203,5.5,154,2015-10-23,15000000,3386153,multiple_genres,10,-11613847
rockaway,en,1.115,7.0,4,2007-07-07,2000000,0,multiple_genres,7,-2000000
rodeo girl,en,0.809,5.1,6,2015-12-31,500000,0,multiple_genres,12,-500000
rogue one: a star wars story,en,21.401,7.5,9296,2016-12-16,200000000,1049102856,multiple_genres,12,849102856
"roman j. israel, esq.",en,12.688,6.2,499,2017-11-17,22000000,12967012,multiple_genres,11,-9032988
romeo is bleeding,en,2.087,7.5,4,1994-02-04,10000000,3275585,multiple_genres,2,-6724415
room,en,20.0,8.1,5494,2015-10-16,13000000,36262783,multiple_genres,10,23262783
rosewater,en,9.019,6.7,121,2014-11-14,10000000,3185717,multiple_genres,11,-6814283
rotor dr1,en,1.247,4.3,4,2015-10-20,350000,0,multiple_genres,10,-350000
rough night,en,14.338,5.6,1096,2017-06-16,20000000,46844357,multiple_genres,6,26844357
rubber,en,8.319,5.9,417,2011-04-01,500000,680914,multiple_genres,4,180914
rudderless,en,8.03,7.4,149,2014-10-17,5000000,567219,multiple_genres,10,-4432781
run all night,en,17.592,6.4,1684,2015-03-13,50000000,66961644,multiple_genres,3,16961644
"run, hide, die",en,0.6,3.5,2,2015-09-01,50000,0,multiple_genres,9,-50000
runner runner,en,10.442,5.6,761,2013-10-04,30000000,60512680,multiple_genres,10,30512680
rush,en,14.623,7.7,3877,2013-09-20,38000000,98230839,multiple_genres,9,60230839
rust,pt,4.11,6.8,19,2010-10-05,250000,0,documentary,10,-250000
sabotage,en,14.055,5.5,779,2014-03-28,35000000,18376443,multiple_genres,3,-16623557
safe,en,15.622,6.3,1248,2012-04-27,33000000,41495213,multiple_genres,4,8495213
safe haven,en,9.095,7.1,1433,2013-02-14,28000000,94050951,multiple_genres,2,66050951
safe house,en,13.116,6.4,1997,2012-02-10,85000000,208542162,horror,2,123542162
safety not guaranteed,en,9.214,6.9,792,2012-06-08,750000,4422318,multiple_genres,6,3672318
salt,en,0.632,1.0,1,2010-07-23,130000000,290650494,multiple_genres,7,160650494
salvation boulevard,en,6.507,5.4,38,2011-07-15,5500000,28468,multiple_genres,7,-5471532
same kind of different as me,en,8.756,6.8,103,2017-10-20,6500000,6423605,multiple_genres,10,-76395
samsara,en,6.015,8.2,276,2012-08-24,4000000,5966671,multiple_genres,8,1966671
san andreas,en,27.414,6.1,5125,2015-05-29,110000000,456258539,multiple_genres,5,346258539
sanctum,en,7.457,5.9,515,2011-02-04,30000000,108957098,multiple_genres,2,78957098
sausage party,en,15.232,5.6,4237,2016-08-12,19000000,141344255,multiple_genres,8,122344255
savages,en,7.504,6.3,1246,2012-07-06,45000000,82513490,multiple_genres,7,37513490
saving mr. banks,en,9.585,7.4,2050,2013-12-13,35000000,114962525,multiple_genres,12,79962525
scott pilgrim vs. the world,en,14.383,7.3,3882,2010-08-13,85000000,48056764,multiple_genres,8,-36943236
scouts guide to the zombie apocalypse,en,10.451,6.2,915,2015-10-30,15000000,15554855,multiple_genres,10,554855
scream 4,en,16.082,6.2,1610,2011-04-15,40000000,95989590,multiple_genres,4,55989590
screwed,en,1.945,5.0,6,2000-05-12,12000000,6982680,multiple_genres,5,-5017320
sea rex 3d: journey to a prehistoric world,en,2.746,7.4,12,2010-05-28,5000000,16515203,documentary,5,11515203
season of the witch,en,12.535,5.3,1352,2011-01-07,40000000,91126600,multiple_genres,1,51126600
second act,en,16.322,6.2,361,2018-12-21,15700000,63288854,multiple_genres,12,47588854
secret in their eyes,en,6.892,6.3,696,2015-11-20,20000000,32608019,multiple_genres,11,12608019
secretariat,en,9.059,7.0,200,2010-10-08,35000000,60376247,multiple_genres,10,25376247
seeking a friend for the end of the world,en,8.092,6.4,1108,2012-06-22,10000000,11766959,multiple_genres,6,1766959
self/less,en,19.131,6.3,1815,2015-07-10,26000000,33667319,multiple_genres,7,7667319
selma,en,9.541,7.5,1354,2015-01-09,20000000,66776576,multiple_genres,1,46776576
seven psychopaths,en,10.967,6.8,2109,2012-10-12,13500000,33035736,multiple_genres,10,19535736
seventh son,en,22.856,5.3,1549,2015-02-06,95000000,108874967,multiple_genres,2,13874967
sex and the city 2,en,9.986,5.9,809,2010-05-27,95000000,294680778,multiple_genres,5,199680778
sex tape,en,20.429,5.3,2684,2014-07-18,40000000,126069509,multiple_genres,7,86069509
sgt. stubby: an american hero,en,6.107,6.4,9,2018-04-13,25000000,3645957,multiple_genres,4,-21354043
shame,ru,1.4,6.5,2,2011-12-02,6500000,20412841,drama,12,13912841
shanghai,en,6.824,6.1,80,2015-10-02,50000000,15505922,multiple_genres,10,-34494078
shark lake,en,3.521,3.9,31,2015-12-01,2000000,0,multiple_genres,12,-2000000
shark night 3d,en,7.879,5.0,245,2011-09-02,25000000,18877153,multiple_genres,9,-6122847
she's out of my league,en,7.775,6.1,970,2010-03-12,20000000,48680977,multiple_genres,3,28680977
sherlock gnomes,en,12.987,5.4,343,2018-03-23,59000000,87527651,multiple_genres,3,28527651
sherlock holmes,en,5.39,5.6,53,2009-12-25,90000000,498438212,adventure,12,408438212
sherlock holmes: a game of shadows,en,18.301,7.1,6380,2011-12-16,125000000,535663443,multiple_genres,12,410663443
shrek forever after,en,15.041,6.1,3843,2010-05-21,165000000,756244673,multiple_genres,5,591244673
shut in,en,10.535,5.2,374,2016-11-11,10000000,11360665,multiple_genres,11,1360665
shutter,en,0.6,6.0,1,2008-03-21,8000000,47782426,multiple_genres,3,39782426
shutter island,en,18.06,8.1,12625,2010-02-19,80000000,299461782,multiple_genres,2,219461782
sicario,en,20.468,7.3,4475,2015-09-18,30000000,84393749,multiple_genres,9,54393749
sicario: day of the soldado,en,29.725,6.7,1317,2018-06-29,35000000,75885196,multiple_genres,6,40885196
side effects,en,0.657,7.3,2,2005-09-09,200000,44701,multiple_genres,9,-155299
silence,en,10.617,7.1,1560,2016-12-23,46500000,23726626,multiple_genres,12,-22773374
silent house,en,7.079,5.2,184,2012-03-09,2000000,16610760,multiple_genres,3,14610760
silver linings playbook,en,15.351,7.1,7636,2012-11-16,21000000,236412453,multiple_genres,11,215412453
simon,en,0.64,0.0,1,2006-04-07,1300000,1738663,drama,4,438663
sin city: a dame to kill for,en,20.896,6.3,2210,2014-08-22,65000000,40650842,multiple_genres,8,-24349158
sing,en,17.572,6.9,4303,2016-12-21,75000000,634454789,multiple_genres,12,559454789
sinister,en,13.117,6.8,2935,2012-10-12,3000000,87727807,multiple_genres,10,84727807
sinister 2,en,9.916,5.8,1142,2015-08-21,10000000,54104225,multiple_genres,8,44104225
sisters,en,10.993,5.9,922,2015-12-18,30000000,106030660,multiple_genres,12,76030660
skin trade,en,9.362,5.6,96,2015-05-08,9000000,1242,documentary,5,-8998758
skyfall,en,19.27,7.1,10441,2012-11-08,200000000,1110526981,multiple_genres,11,910526981
skyline,en,8.847,4.8,833,2010-11-12,10000000,68264973,multiple_genres,11,58264973
skyscraper,en,26.229,6.1,2177,2018-07-13,125000000,304115534,multiple_genres,7,179115534
sleight,en,5.664,5.3,367,2017-04-28,250000,3934450,multiple_genres,4,3684450
slender man,en,16.999,4.0,712,2018-08-10,10000000,51723644,multiple_genres,8,41723644
small apartments,en,5.302,5.9,75,2013-02-08,2000000,0,multiple_genres,2,-2000000
smallfoot,en,26.231,6.6,600,2018-09-28,80000000,213691277,multiple_genres,9,133691277
smurfs: the lost village,en,15.663,6.2,736,2017-04-07,60000000,197578586,multiple_genres,4,137578586
snatched,en,0.725,3.5,2,2017-05-12,42000000,57852177,multiple_genres,5,15852177
snitch,en,16.673,5.9,1493,2013-02-22,15000000,57907734,multiple_genres,2,42907734
snow flower and the secret fan,en,4.519,5.9,39,2011-07-15,6000000,11348205,multiple_genres,7,5348205
snow white and the huntsman,en,21.233,5.9,5258,2012-06-01,170000000,401021746,multiple_genres,6,231021746
snow white: a deadly summer,en,3.595,4.1,14,2012-03-20,1000000,0,horror,3,-1000000
snowden,en,13.703,7.1,2427,2016-09-16,50000000,35380918,multiple_genres,9,-14619082
snowpiercer,ko,14.735,6.8,4748,2014-06-27,40000000,88069880,multiple_genres,6,48069880
solo: a star wars story,en,29.502,6.6,3838,2018-05-25,275000000,393151347,multiple_genres,5,118151347
some guy who kills people,en,5.908,6.1,59,2012-07-03,300000,0,multiple_genres,7,-300000
something borrowed,en,7.567,6.1,591,2011-05-06,35000000,65084116,multiple_genres,5,30084116
something wicked,en,2.403,4.5,21,2015-03-17,3000000,0,multiple_genres,3,-3000000
somewhere,en,7.596,6.1,376,2010-12-22,7000000,17023121,multiple_genres,12,10023121
son of god,en,8.289,6.4,123,2014-02-28,22000000,70949793,multiple_genres,2,48949793
song one,en,6.206,5.6,126,2015-01-23,6000000,437089,multiple_genres,1,-5562911
sorry to bother you,en,15.887,6.9,481,2018-07-06,3200000,18285560,multiple_genres,7,15085560
soul surfer,en,8.459,7.0,688,2011-04-08,18000000,47158652,multiple_genres,4,29158652
sound of my voice,en,7.212,6.4,169,2012-04-27,135000,429448,multiple_genres,4,294448
source code,en,13.495,7.2,4529,2011-04-01,32000000,140428499,multiple_genres,4,108428499
southpaw,en,25.305,7.4,3424,2015-07-24,30000000,94156456,multiple_genres,7,64156456
space pirate captain harlock,ja,8.623,6.5,596,2013-12-31,30000000,310985,multiple_genres,12,-29689015
sparkle,en,1.715,7.0,7,2012-08-17,10000000,24660323,multiple_genres,8,14660323
sparrows dance,en,0.968,7.4,6,2013-08-23,175000,2602,multiple_genres,8,-172398
speak no evil,en,2.443,3.6,19,2013-12-31,150000,32927,horror,12,-117073
spectre,en,30.318,6.4,6719,2015-11-06,300000000,879620923,multiple_genres,11,579620923
spellbound,en,0.6,5.3,3,1945-10-31,1500000,7000000,mystery,10,5500000
spider-man: homecoming,en,46.775,7.4,11585,2017-07-07,175000000,880166350,multiple_genres,7,705166350
split,en,25.783,7.2,10375,2017-01-20,5000000,278964806,multiple_genres,1,273964806
spotlight,en,16.354,7.8,4935,2015-11-06,20000000,92088460,drama,11,72088460
spring breakers,en,10.691,5.0,2495,2013-03-15,5000000,31149251,multiple_genres,3,26149251
st. vincent,en,16.379,7.1,1069,2014-10-10,13000000,54837234,multiple_genres,10,41837234
stake land,en,8.799,6.2,415,2011-04-22,4000000,679482,multiple_genres,4,-3320518
standing ovation,en,1.224,4.3,12,2010-07-16,5600000,531806,musical,7,-5068194
star trek beyond,en,19.142,6.7,4275,2016-07-22,185000000,335802233,multiple_genres,7,150802233
star trek into darkness,en,20.487,7.4,6182,2013-05-16,190000000,467381584,multiple_genres,5,277381584
state of play,en,0.6,6.0,3,2009-04-17,60000000,88832210,multiple_genres,4,28832210
steel,en,2.742,6.8,11,1997-08-15,16000000,1686429,western,8,-14313571
step up 3d,en,17.174,6.7,1160,2010-08-06,30000000,165889117,multiple_genres,8,135889117
step up revolution,en,10.925,6.8,1252,2012-07-27,33000000,165552290,multiple_genres,7,132552290
steve jobs,en,8.895,6.8,2572,2015-10-09,30000000,35579007,multiple_genres,10,5579007
still alice,en,10.747,7.5,1946,2015-01-16,5000000,41699612,drama,1,36699612
stitches,en,6.394,5.6,138,2013-04-01,2000000,63555,horror,4,-1936445
stoker,en,10.738,6.6,1282,2013-03-01,12000000,12034913,multiple_genres,3,34913
stolen,en,9.813,5.3,559,2012-09-14,35000000,17967746,multiple_genres,9,-17032254
stone,ru,2.84,4.9,8,2010-10-08,22000000,4065020,multiple_genres,10,-17934980
stonewall,en,5.209,6.2,69,1996-07-26,2000000,304602,multiple_genres,7,-1695398
storks,en,12.101,6.5,1308,2016-09-23,70000000,183353431,multiple_genres,9,113353431
straight a's,en,5.307,5.3,71,2013-03-19,2000000,0,multiple_genres,3,-2000000
straight outta compton,en,11.731,7.7,2048,2015-08-14,28000000,202182981,multiple_genres,8,174182981
stranded,en,6.563,3.6,73,2013-07-26,1900000,285593,multiple_genres,7,-1614407
strangerland,en,5.91,5.2,135,2015-07-10,10000000,161097,multiple_genres,7,-9838903
straw dogs,en,8.749,5.7,255,2011-09-16,25000000,11253821,multiple_genres,9,-13746179
stronger,en,7.836,7.0,782,2017-09-22,30000000,8786752,multiple_genres,9,-21213248
stuck,en,1.282,5.6,4,2008-05-30,5000000,67505,comedy,5,-4932495
stung,en,6.573,5.1,91,2015-07-03,2500000,0,multiple_genres,7,-2500000
subconscious,en,0.855,3.1,7,2015-03-10,500000,0,horror,3,-500000
submarine,en,7.412,7.4,770,2011-06-03,1900000,4581937,multiple_genres,6,2681937
sucker punch,en,14.416,6.0,2716,2011-03-25,75000000,89758389,multiple_genres,3,14758389
